seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
5956,Hester,Ellis,44,Uktig Junction,Ocaveoc,WY,46154,$611.48,GREEN,02/18/1952
5957,Maurice,Wade,29,Tumnok Lane,Suvula,RI,71938,$8138.98,BLUE,09/23/2024
5958,Maurice,Doyle,29,Zamrat Center,Pofpita,GA,53436,$7654.14,RED,04/22/2022
5959,William,Hopkins,51,Wabba Lane,Atugeiba,NC,69230,$1696.75,RED,06/14/2054
5960,Daisy,Howell,62,Luciz Parkway,Focdavu,KS,64839,$8403.79,BLUE,09/17/1929
5961,Gertrude,Watts,25,Kuhguv Court,Sobujke,UT,92100,$2838.75,WHITE,05/19/1948
5962,Christine,Cunningham,49,Puija Way,Kuputhe,MD,27920,$4936.48,BLUE,06/06/2063
5963,Clifford,Dawson,61,Hikhut View,Cespunati,ME,55983,$6673.78,GREEN,02/14/2058
5964,Ollie,Manning,62,Vuzoz Point,Heugtad,NH,48745,$9699.10,WHITE,05/30/2066
5965,Hallie,Chandler,52,Poof Terrace,Vetfawamu,ID,81920,$2274.43,GREEN,01/14/1949
5966,Daisy,Hogan,53,Eluvu Parkway,Nosweri,MI,09883,$4857.35,BLUE,11/08/2069
5967,Fannie,Larson,42,Dugoj River,Ruwlifki,FL,53521,$3314.93,BLUE,03/17/2036
5968,Virginia,McDaniel,30,Dozohi View,Kizedeg,ND,44102,$2213.19,GREEN,04/01/1981
5969,Nannie,Hunter,59,Ujuho Center,Ovufoto,AR,05263,$7251.05,RED,05/18/1968
5970,Nancy,Lamb,30,Dovheh Pass,Diclovod,MD,40281,$3183.29,GREEN,05/05/1965
5971,Beatrice,Gordon,29,Vulten Pike,Ohumairu,MT,85853,$4252.28,BLUE,07/17/1963
5972,Nettie,Patterson,44,Olehu Loop,Hohula,NM,83633,$6662.83,WHITE,02/18/1913
5973,Floyd,Harper,57,Buhnuz Pass,Rigkageg,AL,19143,$49.55,BLUE,11/26/2041
5974,Brian,Flores,39,Dofne Drive,Totigikeh,WA,14881,$965.74,WHITE,08/06/1919
5975,Dylan,King,33,Icewu Square,Heehaow,TN,66857,$317.14,RED,03/25/2036
5976,Scott,Rios,48,Punduk Terrace,Ureonopaj,WV,18413,$6764.51,YELLOW,01/02/2044
5977,Clarence,Clark,35,Opieg River,Giltostuk,FL,37440,$4454.72,BLUE,06/15/1976
5978,Gary,Francis,59,Segke Parkway,Tolwazo,IA,53201,$3255.95,GREEN,08/31/1972
5979,Susan,Alexander,65,Jijlu Glen,Tojmidzo,WY,12318,$4788.34,RED,12/13/2015
5980,Blake,Carson,56,Miwih Pike,Nueloci,NY,00082,$3554.94,BLUE,08/05/2057
5981,Bertie,Potter,59,Votgev Ridge,Ahoragan,NJ,28365,$6407.29,BLUE,03/30/2019
5982,Ethel,Byrd,57,Vommej Pike,Fisowaaz,DC,83678,$9302.64,WHITE,03/31/2042
5983,Flora,Poole,28,Uriw Extension,Upmopoc,HI,15930,$4769.78,BLUE,12/24/1913
5984,Jonathan,Alvarez,55,Bivaji Manor,Meejac,NM,48846,$5356.55,RED,02/20/2004
5985,Jennie,Fleming,39,Kavken River,Guedsu,NY,59682,$9290.96,WHITE,12/25/1999
5986,Kathryn,Gibson,59,Hajram Place,Hokade,NV,63549,$7455.35,RED,10/07/1938
5987,Maria,Atkins,38,Mulfe Trail,Wupfobric,CA,78640,$5803.26,RED,11/06/1912
5988,Leonard,Saunders,51,Meale Court,Ucivwo,NV,92037,$9742.55,GREEN,06/05/1945
5989,Edwin,Hawkins,19,Wuij Park,Ropopuze,GA,75530,$945.40,YELLOW,11/01/1977
5990,Frank,Scott,25,Necob Turnpike,Gezoso,VA,10166,$7635.14,WHITE,08/24/1935
5991,Lucile,Fuller,48,Mare Parkway,Simadupo,NE,91591,$4185.78,BLUE,03/24/1990
5992,Stella,Holloway,57,Vevo Mill,Fenamowi,CT,36512,$8871.23,BLUE,11/30/1931
5993,Derek,Lamb,41,Rekwe Center,Ibaucoc,WI,10538,$2513.96,WHITE,11/25/2053
5994,Nellie,Oliver,54,Ifaleg Turnpike,Curopi,IN,36173,$224.27,GREEN,06/25/1991
5995,Thomas,Douglas,46,Ahtiz Lane,Nonhonra,UT,38850,$2279.38,WHITE,06/28/1964
5996,Gilbert,Douglas,52,Pejdem Park,Ajafovi,NE,52357,$5510.49,YELLOW,12/11/1990
5997,Ethel,Burns,46,Nufve Ridge,Ocjuvu,ME,94308,$4584.00,YELLOW,04/12/1931
5998,Wesley,Rowe,30,Futeb Road,Dujorze,NH,96016,$594.25,GREEN,01/15/2040
5999,Frances,Terry,52,Zozo Extension,Ohdegole,TN,05885,$7533.69,GREEN,11/06/2000
6000,Randall,Obrien,29,Ivfik Circle,Utkozup,LA,20363,$705.07,GREEN,08/30/2000
6001,Jeff,Freeman,59,Aniari Highway,Inegokwo,ID,59853,$1450.13,YELLOW,12/21/2056
6002,Barry,Sutton,38,Ecuon Park,Kurupwus,OK,22740,$2011.55,WHITE,03/29/2062
6003,Sadie,Garza,29,Roje Square,Vubtijgek,AL,21039,$2879.55,WHITE,08/03/1928
6004,Timothy,Martin,33,Jidew Street,Ivzukis,TN,85712,$1600.35,YELLOW,01/17/1959
6005,Leah,Ellis,46,Ilrol Glen,Vefridka,NJ,17095,$4868.69,YELLOW,11/29/2015
6006,Francis,Quinn,25,Mevohu Grove,Juhawo,OK,33252,$2033.69,WHITE,11/04/1944
6007,Mitchell,George,37,Megit Junction,Tozperju,CT,01725,$9241.29,GREEN,08/11/2017
6008,Jorge,Haynes,50,Erobin Lane,Jouwdez,SD,67745,$1720.94,YELLOW,05/03/2048
6009,Lina,Fox,59,Norzub Manor,Neloicu,KY,57290,$4505.53,GREEN,06/16/1927
6010,Gregory,Guzman,51,Fommu Square,Mejkuroz,CO,33876,$7212.93,RED,07/23/1933
6011,Raymond,Rogers,63,Gecro Circle,Silmahnol,AZ,92403,$8939.79,BLUE,05/13/1929
6012,Isabel,Wilkins,54,Fadew Ridge,Noadda,MA,92405,$874.26,RED,09/13/1981
6013,Kathryn,Miller,39,Ajfor Path,Janrecu,ND,40762,$3905.88,YELLOW,06/01/1953
6014,Marguerite,Caldwell,30,Amicu Square,Geopec,SD,40228,$2295.93,BLUE,06/09/1995
6015,Ray,Lopez,58,Ciesa Grove,Paffurha,MO,75828,$3231.67,WHITE,02/04/1959
6016,Donald,Peters,28,Awohi Boulevard,Ugapda,ME,40912,$9337.81,WHITE,11/10/1922
6017,Cory,Green,24,Nufdu Grove,Cujief,OH,80256,$3045.92,GREEN,08/18/1941
6018,Jesus,Hubbard,50,Suwe Square,Orihohco,OK,75872,$2362.98,YELLOW,03/05/2000
6019,Harriett,Griffith,62,Tepkug Road,Ronmiror,NE,66780,$610.63,WHITE,06/18/1956
6020,Eula,Tate,41,Iluh Ridge,Jovowgan,OH,33558,$5031.33,BLUE,06/13/1943
6021,Elnora,Horton,51,Duvsa Lane,Ehavotem,OR,66537,$8857.18,WHITE,08/19/2069
6022,Cecilia,Austin,35,Mebuk Court,Nashikow,ND,02733,$6930.80,WHITE,07/13/2030
6023,Troy,Arnold,56,Jorac Highway,Biglowew,IN,28107,$2932.95,YELLOW,09/20/1957
6024,Inez,Mendez,42,Ezome Grove,Nokpeefe,GA,11071,$7290.23,YELLOW,10/19/2017
6025,Mary,Brown,56,Uvji Plaza,Gedewco,OK,53582,$5949.87,WHITE,08/30/2024
6026,Russell,Shaw,34,Numvu Path,Fauhoteb,NY,36642,$3446.21,BLUE,12/19/2044
6027,Loretta,Lawrence,50,Fopul Avenue,Kavsineku,SD,64204,$2922.31,GREEN,03/20/2070
6028,Maude,Sandoval,60,Pafu Pike,Foptigbob,NH,79001,$8374.42,YELLOW,04/10/1959
6029,Johnny,Matthews,52,Gebku Grove,Varemco,ID,34218,$1684.92,RED,11/04/1916
6030,Raymond,Floyd,51,Obide Place,Cimmave,NH,79060,$7537.03,WHITE,12/21/2058
6031,Hattie,Scott,35,Jice View,Horuuba,MT,27465,$7810.44,YELLOW,12/06/2030
6032,Gary,Bishop,47,Recuf River,Tecbugu,NY,10859,$730.86,WHITE,11/13/1954
6033,Gussie,Lyons,64,Fooba Junction,Fisufok,LA,35556,$145.99,RED,12/30/2008
6034,Bill,White,54,Lohdej River,Goholner,MS,48951,$3049.54,RED,08/21/2046
6035,Georgie,Reed,52,Vipev Place,Fewjumfi,PA,67983,$1645.10,GREEN,09/02/2063
6036,Lura,Lane,41,Zegu Path,Darlulku,AK,88572,$9420.13,YELLOW,09/29/1939
6037,Thomas,Barker,61,Ogbid Heights,Bewrilfep,GA,17194,$9064.81,WHITE,11/20/1953
6038,Olive,Schmidt,27,Ewupav Drive,Okaruuh,NV,96227,$4970.87,YELLOW,04/02/1904
6039,Jerry,Logan,58,Tasza Park,Somhuebo,MA,14235,$8273.90,RED,09/07/2020
6040,Louis,Fields,57,Zagso Junction,Pafotanav,CT,12528,$7106.69,RED,08/21/2004
6041,Chad,Brock,18,Ralbos Heights,Pupihoga,IN,46552,$3102.12,YELLOW,01/17/2061
6042,Hannah,Mendoza,39,Ricuj Park,Gobrotoj,GA,47831,$3505.45,GREEN,02/08/1920
6043,Jeanette,Drake,24,Neran Lane,Dakcobud,AR,51495,$7009.47,WHITE,09/10/1901
6044,Stella,Dixon,60,Imari Court,Owucagev,DE,81110,$3894.97,WHITE,04/21/2014
6045,Bessie,Farmer,24,Hankej Parkway,Gonbasov,WV,29680,$8225.35,RED,06/28/1965
6046,Elmer,Nunez,21,Dibew Court,Tegbelum,OK,77412,$8948.38,RED,07/25/1904
6047,Manuel,Carter,63,Lefa Mill,Efujongur,MD,39239,$4437.11,YELLOW,10/26/1986
6048,Isabel,Hill,28,Pizji Plaza,Mugevi,ND,18623,$7052.65,RED,08/09/1977
6049,Jeremiah,Simmons,38,Sosor Way,Nevvomo,NC,37119,$838.35,RED,10/28/1902
6050,Tillie,Cunningham,65,Bufhe Boulevard,Nubefpe,TN,09602,$9852.64,YELLOW,02/04/2040
6051,Dean,Atkins,45,Urapug Lane,Pelokoufo,UT,90775,$1808.58,BLUE,01/03/2034
6052,Paul,Oliver,62,Hinmap Boulevard,Pusgutna,ME,64166,$5022.19,RED,09/30/2059
6053,Clifford,Leonard,63,Konok Extension,Gidguegu,TN,21672,$6849.72,YELLOW,06/05/1996
6054,Ian,Barton,26,Obota Heights,Dohtuzso,AR,97149,$4567.99,WHITE,09/16/1954
6055,Lucille,Jimenez,54,Ivbu Way,Mokosuki,SD,16021,$9826.44,GREEN,01/19/2001
6056,Clarence,Cross,34,Capeb Lane,Golowir,CT,05301,$92.13,GREEN,11/22/2049
6057,Steve,Greer,63,Jumti Path,Kegtever,AK,34014,$842.76,WHITE,01/30/1930
6058,Raymond,Lopez,33,Dempi Loop,Guwuhiz,KY,46529,$2016.56,YELLOW,01/29/1970
6059,Lenora,Oliver,65,Wicse Key,Nipafzi,TN,72701,$8435.75,RED,09/12/1909
6060,Miguel,Flowers,49,Uffil Key,Dawwegut,ND,75352,$286.52,WHITE,08/23/2069
6061,Amanda,Sims,58,Siec Place,Nurejpub,WV,45155,$2612.56,WHITE,03/25/2029
6062,Sarah,Stokes,29,Etjaz Park,Hanife,OH,71821,$1408.23,BLUE,12/16/2027
6063,Julian,Mullins,24,Bakdip Path,Idicobnim,CO,20139,$5059.89,YELLOW,10/22/1959
6064,Jose,Terry,49,Rotka Drive,Kazikun,MA,73214,$1719.86,YELLOW,05/31/1972
6065,Brian,Hunter,42,Zimit Manor,Zenajo,VT,47840,$8513.28,GREEN,09/13/2056
6066,Callie,Hubbard,26,Epuina Parkway,Evedwa,IA,85319,$4483.14,YELLOW,11/29/2012
6067,Edith,Vasquez,64,Wudufe Loop,Dezopwuj,WY,48720,$1711.55,WHITE,06/22/1936
6068,Roxie,Herrera,23,Jako Road,Womobone,SC,47802,$7516.60,BLUE,11/25/2021
6069,Isaac,Schneider,43,Gira Key,Govuvnir,VT,76968,$482.57,WHITE,12/22/1907
6070,Blake,Wise,18,Ufujo Pike,Zobawuraj,SC,49772,$2022.76,BLUE,03/06/1947
6071,Charlotte,Grant,41,Piki Trail,Deobaf,VT,59972,$3709.75,WHITE,03/17/2056
6072,Dustin,Knight,43,Ohje Pike,Babewoc,KY,48382,$4546.50,WHITE,05/18/1942
6073,Bettie,Reyes,60,Lazwow Terrace,Birsisij,DE,05570,$7089.84,GREEN,01/04/1958
6074,Chris,Flowers,46,Rihgi Turnpike,Heczanid,RI,90162,$9162.90,RED,10/02/2011
6075,Stanley,Collier,30,Jitom Key,Ekmofdil,TX,56884,$6099.52,GREEN,01/01/1988
6076,Anne,Patrick,32,Beggo Circle,Sehutzec,NC,97471,$6836.02,WHITE,03/22/2057
6077,Abbie,Byrd,30,Butfa Ridge,Rifjijju,NY,66300,$5001.85,BLUE,03/15/1942
6078,Cecelia,Hicks,41,Uleata Grove,Cuvanuvuh,ID,90396,$2441.98,GREEN,03/01/1961
6079,Millie,Hale,40,Venlah Pike,Kangifaw,NC,56318,$1122.96,BLUE,12/15/1900
6080,Victor,Fowler,42,Tuod Key,Gizowirop,MT,31213,$3972.23,WHITE,03/25/2054
6081,Janie,Ortega,61,Rowu Glen,Hasodap,GA,90410,$9670.79,WHITE,02/13/1988
6082,Terry,Harrison,44,Azja Grove,Wetuvud,IA,03262,$4137.86,GREEN,09/18/1967
6083,Isaiah,Gibbs,44,Fimat Junction,Dafegibi,AL,31224,$1669.79,GREEN,10/04/1993
6084,Ethel,Logan,64,Uniloc Circle,Hoclinret,GA,39784,$3147.34,BLUE,05/14/2012
6085,Cory,Cox,52,Igeciz Avenue,Kiltuaw,MA,18976,$6239.04,YELLOW,09/18/2026
6086,Billy,Mills,41,Inaehu Manor,Bilufe,FL,40504,$3732.99,BLUE,10/15/1975
6087,Duane,Hudson,21,Zazwos Way,Haasevej,LA,12316,$1019.41,WHITE,12/24/1953
6088,Sylvia,Jacobs,44,Deba Heights,Guukuhit,MN,28507,$4207.65,RED,07/06/1911
6089,Callie,Christensen,21,Hewsun Road,Cunradoh,SD,24358,$2450.10,GREEN,07/17/1986
6090,Jay,Lambert,18,Talu Ridge,Nuatone,MS,73253,$8945.54,WHITE,03/11/1919
6091,Margaret,Webster,59,Huej Circle,Ifosaru,WA,83030,$7058.27,RED,07/04/1998
6092,Hattie,Davis,60,Lizap Path,Tovdofiw,CO,24715,$2569.09,WHITE,02/05/2004
6093,Landon,Lopez,53,Netad Plaza,Kihvibset,IL,39598,$9427.67,BLUE,12/30/2068
6094,Clara,Padilla,65,Meana Circle,Loupiji,IL,15176,$9642.35,RED,03/14/2058
6095,Victor,Torres,47,Ebto Place,Eduniz,IN,73006,$5538.54,RED,05/27/2059
6096,Andrew,Carpenter,35,Medik Key,Oplubof,KS,23743,$4509.38,WHITE,12/19/1921
6097,Nathaniel,Ball,55,Metuc Boulevard,Afotinenu,KS,76465,$3303.36,WHITE,06/30/2065
6098,Eula,Goodman,40,Viovi Glen,Nosidpah,KS,56305,$8759.80,YELLOW,01/14/1912
6099,Frank,Mullins,54,Fepa Street,Kodazwaf,IN,63222,$1807.91,RED,10/18/1942
6100,Ethel,Harris,23,Ivouto Boulevard,Delatejeh,LA,70131,$3527.08,YELLOW,04/07/2032
6101,Rosie,Bryan,43,Evzaf Pass,Cosujod,WV,86052,$2654.54,YELLOW,07/28/2043
6102,Nancy,Castillo,25,Nodo Highway,Elfieba,ND,03376,$8317.46,WHITE,03/21/1927
6103,Alan,Frank,21,Gonozi Way,Haljokib,GA,96933,$972.96,RED,04/02/1940
6104,Alex,Rose,43,Nugava Loop,Ohufodih,WI,21616,$3411.55,RED,07/09/1904
6105,Eleanor,McLaughlin,51,Osbe Pike,Tueloju,WI,04053,$8405.78,GREEN,03/26/1964
6106,Mina,Chambers,65,Laof Grove,Unwipaf,MN,85266,$6793.82,GREEN,04/10/1940
6107,Luis,Hammond,59,Emoodi Place,Mejokzug,VT,42503,$2220.16,WHITE,03/05/2028
6108,Marc,Hart,18,Noari Pike,Naasni,SD,27483,$3731.93,RED,10/20/1920
6109,Christopher,Norton,40,Sowbo Pike,Pogovena,MA,82849,$2370.63,GREEN,05/18/1967
6110,Emily,Crawford,63,Junem Way,Birdazal,TN,94737,$5707.01,GREEN,04/13/1975
6111,Marcus,Neal,65,Ofido Highway,Dibicpa,UT,40810,$5151.05,WHITE,11/28/1961
6112,Carl,Barton,52,Linne Road,Dazwurad,SC,99958,$6520.64,RED,06/23/2033
6113,Isabelle,Thomas,35,Valco Square,Zajedo,WY,12817,$412.21,RED,11/27/1965
6114,Gerald,Bailey,19,Navro Turnpike,Wohlikvuh,KY,79309,$3513.74,WHITE,07/07/1982
6115,Seth,Mendoza,37,Hubzos Place,Nectijir,SC,13854,$6561.64,GREEN,09/14/1923
6116,Myrtie,Fleming,53,Ohegot Park,Wuskitvi,FL,93592,$4177.61,WHITE,01/13/1995
6117,Mathilda,Diaz,32,Cived Turnpike,Awkatul,TX,83853,$7001.46,RED,11/20/1970
6118,Dennis,Martinez,21,Hiwsi Lane,Nuhate,MS,58990,$8121.50,BLUE,06/07/1994
6119,Tom,Hughes,20,Ikaje Loop,Cebsogsil,WA,00686,$8898.03,GREEN,10/26/2026
6120,Bryan,Colon,42,Orwe River,Zibpacos,VT,88737,$9280.61,GREEN,05/10/1986
6121,Donald,Weaver,38,Asere Way,Relihdob,GA,75300,$371.21,YELLOW,12/20/1999
6122,Carrie,Hart,59,Torku Plaza,Ilrebnu,HI,45457,$4941.33,YELLOW,12/31/2070
6123,Jesus,Thornton,35,Kutsu Center,Kigopale,AL,06633,$7373.06,RED,05/30/2068
6124,Lucas,Tate,55,Jarmav Key,Ivdefdet,WA,82302,$8246.09,GREEN,04/20/1936
6125,Eric,Hicks,56,Emzum Junction,Tijognes,NE,62967,$4716.53,WHITE,03/01/2013
6126,Alex,Joseph,27,Ivpa Avenue,Rirmunja,NV,05077,$772.01,RED,10/12/1958
6127,Maurice,Robinson,37,Nijom Extension,Nogkesife,SC,33881,$9150.45,BLUE,12/02/1993
6128,Norman,Summers,53,Zutfo Park,Eletupni,MA,67381,$2220.43,BLUE,03/19/1966
6129,Jordan,Parker,18,Lafen Junction,Ununosse,KS,65209,$205.43,RED,05/17/1983
6130,Rosetta,Carroll,25,Vawo Point,Fuzeof,GA,30400,$8935.33,GREEN,06/07/2036
6131,Amy,Young,58,Linez Glen,Ovilocces,KS,37217,$48.22,GREEN,01/10/1985
6132,Barbara,McDaniel,38,Bisa Boulevard,Gekzihson,IL,63257,$7563.49,RED,09/26/1931
6133,Bernard,Berry,29,Gasak Glen,Manlabdi,IN,22141,$3160.11,GREEN,09/19/1979
6134,Katherine,Yates,59,Vatihu Plaza,Sikzuzli,AK,84352,$5143.46,RED,07/06/2048
6135,Blake,Barnes,57,Dukle Parkway,Vakopo,TN,18684,$4880.25,BLUE,07/07/2014
6136,Kenneth,Bowers,63,Davbe Pike,Mapafdo,OR,87347,$5892.60,GREEN,08/14/1927
6137,Henrietta,Rhodes,23,Juted View,Occaguz,GA,72222,$5683.18,YELLOW,03/23/1962
6138,Henrietta,Sharp,38,Fuhoh Extension,Ciwveha,IN,24891,$9247.21,GREEN,03/06/2056
6139,Lettie,Watson,18,Bowom Boulevard,Butgerguh,DC,93018,$5913.18,WHITE,12/08/1972
6140,Dustin,Brady,52,Awdep Path,Pecehma,DC,36486,$8824.90,RED,02/21/2029
6141,Leah,McGuire,24,Owiwef Road,Cuzuwsa,CA,84546,$8419.62,YELLOW,09/11/1971
6142,Stanley,Parks,56,Fukuf Glen,Pakepiw,VT,37739,$1988.16,RED,05/11/2012
6143,Amelia,Gonzales,29,Puhoc Trail,Sohnognod,ND,81332,$631.57,BLUE,04/14/1961
6144,Loretta,May,35,Ewivuj Terrace,Dipfeja,DC,85998,$143.72,YELLOW,06/15/1929
6145,Cole,Cunningham,24,Hebmo Path,Jiwonaz,FL,96186,$4398.47,WHITE,01/25/2011
6146,Gregory,Hall,52,Meke View,Wemireb,NE,24516,$5221.05,YELLOW,04/17/2043
6147,Luke,Perkins,44,Sahdo View,Bacriccog,DE,06491,$6377.60,WHITE,06/16/1935
6148,Adeline,Byrd,61,Zahi Circle,Wediwfoz,NM,92322,$6545.36,YELLOW,05/28/2000
6149,Nannie,Baker,19,Ogsa River,Hatese,SD,23619,$625.02,WHITE,09/14/1970
6150,Jordan,Joseph,59,Vukce Trail,Zohdurug,MD,27565,$5398.07,WHITE,04/28/1949
6151,Rhoda,Gregory,45,Fuskas Heights,Menawul,SC,43541,$3848.15,WHITE,10/14/2062
6152,Lewis,Banks,58,Rosut Highway,Pamepev,VT,14652,$1572.41,BLUE,08/12/1905
6153,Essie,Fitzgerald,28,Litted Street,Zelvimsik,NM,06799,$570.89,WHITE,10/05/1953
6154,Ivan,Holloway,20,Latar River,Huceobi,AZ,79127,$4811.92,RED,03/03/1999
6155,Cecelia,Bishop,54,Foko Road,Ozehabiv,ME,04528,$8111.52,YELLOW,08/29/2003
6156,Floyd,Chandler,35,Pizu Place,Kutooji,PA,09163,$3911.63,WHITE,03/19/1995
6157,Adelaide,Carroll,63,Pinguj Terrace,Mereslup,DC,40289,$7193.37,BLUE,04/03/2019
6158,Larry,Gilbert,50,Ihaja Manor,Fabigih,ME,52769,$6551.13,RED,12/14/1986
6159,Ophelia,Evans,33,Wisup Pike,Sisbehjew,AK,90698,$8722.11,RED,07/20/1933
6160,Lloyd,Hoffman,61,Wannuh Lane,Wacraguca,PA,76306,$237.81,WHITE,01/10/1998
6161,Jonathan,McKinney,51,Mihkej Extension,Osubako,TN,88826,$9015.14,BLUE,09/21/2064
6162,Juan,Berry,47,Efoosu Center,Mamubvo,KY,18355,$4008.00,BLUE,01/01/2010
6163,Cecilia,Newman,27,Sijka Way,Jesaka,AZ,09516,$2593.87,GREEN,01/30/2003
6164,Christian,Terry,52,Jiviv Highway,Jibsabmob,WA,10330,$8154.78,BLUE,03/19/1917
6165,Olga,Cortez,35,Tigaz Turnpike,Semhujej,AR,10210,$1427.71,RED,09/14/1979
6166,Harry,Boone,33,Bagreb Terrace,Zajocis,WY,78593,$6820.59,YELLOW,09/11/1923
6167,Herman,Schultz,47,Dijvec Circle,Wojegohu,NV,97626,$4774.64,WHITE,02/16/2069
6168,Leroy,McDonald,56,Serdan Heights,Zavafip,IA,57934,$1112.44,BLUE,09/30/1906
6169,Derek,Kelly,23,Fimib Avenue,Nogrusit,LA,30434,$666.91,WHITE,08/10/1918
6170,Warren,Franklin,29,Gejek Loop,Zosfauv,TN,81133,$2800.28,YELLOW,09/02/1961
6171,Francis,Lowe,63,Rakog Park,Unawukgi,AL,57120,$5417.09,RED,12/13/1978
6172,Susie,Walton,19,Bafbek View,Purpoap,CO,69655,$1519.62,RED,03/17/1901
6173,Theresa,Mitchell,54,Murahu Extension,Hipragova,CO,31556,$3771.27,GREEN,03/07/1937
6174,Rebecca,Little,58,Weir Drive,Limzilis,CO,23211,$93.11,YELLOW,11/21/1981
6175,Marc,Sharp,21,Biise View,Aftumre,NC,95266,$9059.74,BLUE,11/26/2007
6176,Nathaniel,Bates,39,Apse Avenue,Natvidusu,MO,06481,$7839.60,WHITE,04/02/1986
6177,Sophie,Bates,30,Ihke Point,Rumusip,TX,74481,$7679.91,GREEN,07/19/2014
6178,Warren,Robertson,42,Imital Avenue,Regihe,HI,05677,$2947.89,YELLOW,09/21/2005
6179,Jordan,Young,49,Mife Court,Sevcalac,FL,30611,$1297.93,YELLOW,11/13/2028
6180,Cornelia,Christensen,62,Bozzo Road,Zikeze,SD,95324,$7348.00,YELLOW,03/20/1975
6181,Myrtle,Boone,61,Zuhgi Loop,Dapmeddoh,NE,67523,$454.85,BLUE,10/27/1912
6182,Millie,McCoy,27,Celur Square,Weiminuc,VT,35070,$114.96,YELLOW,11/05/1991
6183,Mamie,Kennedy,30,Bohtu Park,Iknutu,IN,32988,$1670.45,BLUE,12/08/1909
6184,Larry,Jenkins,64,Vadcos Way,Gimeuba,AR,36891,$6568.42,YELLOW,02/11/2037
6185,Leila,Hall,45,Awota Park,Izavuvuz,CT,88231,$3685.72,GREEN,02/10/2038
6186,Minerva,Ruiz,36,Saci River,Jaclajkor,IL,45770,$4228.94,BLUE,12/15/1968
6187,Clarence,Rivera,24,Kicbe Loop,Lejkopa,WA,62480,$5147.23,GREEN,05/29/1966
6188,Cole,Jimenez,39,Liwu Plaza,Dufsanup,OR,67179,$4200.31,RED,03/01/1915
6189,Caroline,White,47,Aniuci Grove,Puzsocgef,AL,29112,$3056.21,YELLOW,02/20/1907
6190,Hettie,Bridges,31,Olko Loop,Zuluzu,KY,15470,$5681.55,WHITE,01/10/1931
6191,Rhoda,Chambers,60,Jawe Street,Uswulci,LA,71130,$8579.11,GREEN,01/02/2006
6192,Arthur,Wallace,58,Oznu Heights,Gavacde,TX,86233,$1392.47,RED,09/30/1980
6193,Russell,Farmer,41,Fitoto Pass,Nupogi,RI,74957,$1092.45,WHITE,02/01/1949
6194,Beulah,Gibbs,56,Wamip Drive,Ijepujag,MI,88449,$1309.18,BLUE,02/27/1922
6195,Bobby,Drake,27,Anakur Park,Sezeken,FL,96887,$6388.96,GREEN,08/24/1988
6196,Nell,Greer,63,Lehaw Loop,Fumokuvu,NM,53221,$5854.76,RED,11/17/1917
6197,Abbie,Schneider,38,Dajef Parkway,Soalezos,MA,30406,$1778.43,BLUE,01/04/2062
6198,Estelle,Davis,27,Bokja Extension,Uhjaaz,WV,27588,$793.83,GREEN,06/27/1916
6199,Gilbert,Roy,56,Zetrin Place,Sawnibgu,LA,00214,$7715.37,GREEN,09/08/2006
6200,Frances,Bradley,62,Fawi Trail,Ruswute,RI,54124,$1467.24,RED,04/22/1972
6201,Nelle,Cain,34,Alhe Ridge,Buvahi,MD,98222,$8373.22,BLUE,02/07/1962
6202,Abbie,Curtis,43,Puov Place,Zafakil,KY,28878,$7840.96,YELLOW,12/07/1979
6203,Beatrice,Carson,45,Izaof Parkway,Elowutij,GA,90086,$2272.10,YELLOW,12/11/2009
6204,Alexander,Stanley,45,Kuis Plaza,Juddiic,KY,00559,$6617.28,GREEN,05/22/1953
6205,Cynthia,Flowers,36,Pacmog Place,Ivaleapo,NY,19237,$3296.39,GREEN,03/05/1987
6206,Henry,Sherman,21,Iwetif Trail,Hippugdum,NC,04913,$2618.52,YELLOW,04/30/2016
6207,Laura,Strickland,54,Malgew Road,Wuluvbu,WV,64625,$6211.07,BLUE,04/21/1988
6208,Margaret,Stevens,39,Mawfa Glen,Ozetipju,MI,38517,$4388.93,YELLOW,02/27/1993
6209,Mary,Bryant,47,Susa Drive,Ugevuka,DC,04208,$932.14,BLUE,01/09/2070
6210,Seth,Brown,61,Ciso Extension,Boorofu,HI,44391,$4064.27,WHITE,05/07/1903
6211,Devin,Jensen,51,Nega Park,Enilelaw,AL,94840,$3255.11,RED,03/23/1979
6212,Myrtle,Jacobs,34,Wofiw Point,Miuwobo,WA,46359,$9753.05,RED,12/23/1914
6213,Sophia,Boone,60,Cafos Ridge,Moruur,AZ,91815,$2085.25,RED,06/08/2012
6214,Adam,Wilson,59,Kugrak Manor,Ziikuko,MT,83431,$9231.71,BLUE,11/05/1902
6215,Ora,Wade,31,Finhir Center,Sofsibmif,CO,40374,$7537.03,WHITE,05/18/2067
6216,Charles,Ball,41,Ireru Avenue,Bewewwo,AK,18489,$5921.38,GREEN,01/24/1983
6217,Winnie,Leonard,41,Nocam View,Defupro,NC,67343,$9541.58,YELLOW,02/03/2015
6218,Steve,Hughes,43,Lefu View,Gajlaje,NJ,49448,$1977.70,GREEN,09/19/1978
6219,Lewis,Walters,41,Lunot Point,Ifteltam,WA,99915,$8692.88,BLUE,09/14/1941
